[2026-08-23 16:38:09] INFO: Server running at http://localhost:4000
[2026-08-23 16:38:25] INFO: GET /api/module-access/me - Origin: Unknown
[2026-08-23 16:38:25] INFO: GET /api/teams - Origin: Unknown
[2026-08-23 16:38:25] INFO: GET /api/tournaments - Origin: Unknown
[2026-08-23 16:38:25] INFO: GET /api/players - Origin: Unknown
[2026-08-23 16:38:25] INFO: GET /api/headquarters - Origin: Unknown
[2026-08-23 16:38:31] INFO: GET /api/categories - Origin: Unknown
[2026-08-23 16:38:31] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:38:31] INFO: GET /api/league-rules - Origin: Unknown
[2026-08-23 16:38:31] INFO: GET /api/league-rule-items - Origin: Unknown
[2026-08-23 16:38:31] INFO: GET /api/users - Origin: Unknown
[2026-08-23 16:38:52] INFO: POST /api/auth/login - Origin: http://localhost:3000
[2026-08-23 16:38:53] INFO: GET /api/module-access/me - Origin: Unknown
[2026-08-23 16:38:53] INFO: GET /api/players - Origin: Unknown
[2026-08-23 16:38:53] INFO: GET /api/teams - Origin: Unknown
[2026-08-23 16:38:53] INFO: GET /api/server-time - Origin: Unknown
[2026-08-23 16:38:56] INFO: GET /api/matches - Origin: Unknown
[2026-08-23 16:38:56] INFO: GET /api/categories - Origin: Unknown
[2026-08-23 16:38:56] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:38:56] INFO: GET /api/league-rules - Origin: Unknown
[2026-08-23 16:38:56] INFO: GET /api/users - Origin: Unknown
[2026-08-23 16:38:57] INFO: GET /api/match-lineups/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:38:58] INFO: GET /api/suspensions - Origin: Unknown
[2026-08-23 16:38:58] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:39:01] INFO: GET /api/match-events/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:39:08] INFO: GET /api/module-access - Origin: Unknown
[2026-08-23 16:48:00] INFO: GET /api/users - Origin: Unknown
[2026-08-23 16:48:00] INFO: GET /api/categories - Origin: Unknown
[2026-08-23 16:48:00] INFO: GET /api/league-rules - Origin: Unknown
[2026-08-23 16:48:00] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:49:00] INFO: GET /api/categories - Origin: Unknown
[2026-08-23 16:49:00] INFO: GET /api/matches - Origin: Unknown
[2026-08-23 16:49:00] INFO: GET /api/tournaments - Origin: Unknown
[2026-08-23 16:49:13] INFO: POST /api/auth/login - Origin: http://localhost:3000
[2026-08-23 16:49:13] INFO: GET /api/module-access/me - Origin: Unknown
[2026-08-23 16:49:13] INFO: GET /api/server-time - Origin: Unknown
[2026-08-23 16:49:13] INFO: GET /api/matches - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/categories - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/league-rules - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/users - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/suspensions - Origin: Unknown
[2026-08-23 16:49:15] INFO: GET /api/match-lineups/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:49:17] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:49:19] INFO: GET /api/match-events/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:49:47] INFO: PUT /api/users/8024825a-f56b-44a3-801f-41ca4465991e - Origin: http://localhost:3000
[2026-08-23 16:49:48] INFO: GET /api/users - Origin: Unknown
[2026-08-23 16:50:01] INFO: POST /api/auth/login - Origin: http://localhost:3000
[2026-08-23 16:50:01] INFO: GET /api/module-access/me - Origin: Unknown
[2026-08-23 16:50:01] INFO: GET /api/matches - Origin: Unknown
[2026-08-23 16:50:01] INFO: GET /api/server-time - Origin: Unknown
[2026-08-23 16:50:03] INFO: GET /api/match-lineups/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:50:03] INFO: GET /api/suspensions - Origin: Unknown
[2026-08-23 16:50:03] INFO: GET /api/referees - Origin: Unknown
[2026-08-23 16:50:05] INFO: GET /api/match-events/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:50:05] INFO: GET /api/matches/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:50:06] INFO: GET /api/match-events/25c14543-0c13-4845-afd0-ac94a05b7bcf - Origin: Unknown
[2026-08-23 16:50:07] INFO: GET /api/players - Origin: Unknown
[2026-08-23 16:50:07] INFO: GET /api/headquarters - Origin: Unknown
[2026-08-23 16:50:07] INFO: GET /api/tournaments - Origin: Unknown
